City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
365,Viedma,AR,-40.81,-63.0,73.0,23,0,14.0,clear sky
366,Port Shepstone,ZA,-30.74,30.45,66.11,84,100,17.47,light rain
367,Dunedin,NZ,-45.87,170.5,64.0,59,100,4.03,light rain
368,Genoa,IT,44.41,8.96,64.4,82,40,5.82,scattered clouds
369,Quatre Cocos,MU,-20.21,57.76,71.01,51,6,7.0,clear sky
370,Asyut,EG,27.18,31.18,89.6,43,0,17.22,clear sky
371,New Richmond,US,45.12,-92.54,30.2,74,90,2.3,overcast clouds
372,Nemuro,JP,43.32,145.57,49.66,75,100,21.65,overcast clouds
373,Kholtoson,RU,50.3,103.31,22.86,90,8,3.65,clear sky
374,Yarkovo,RU,57.4,67.08,32.61,97,24,6.98,few clouds
375,Biloela,AU,-24.42,150.5,70.39,82,0,14.94,clear sky
376,Inhambane,MZ,-23.86,35.38,84.0,69,20,11.41,few clouds
377,Kawhia,NZ,-38.07,174.82,59.0,90,100,5.99,overcast clouds
378,Ostrovnoy,RU,68.05,39.51,33.31,92,44,19.73,scattered clouds
379,Pouebo,NC,-20.4,164.57,75.13,81,83,9.57,light rain
380,Novaya Bryan,RU,51.72,108.27,33.8,74,40,13.42,scattered clouds
381,Fortuna,US,40.6,-124.16,37.4,100,1,2.51,clear sky
382,Ballina,AU,-28.87,153.57,73.4,88,75,10.29,broken clouds
383,Hasaki,JP,35.73,140.83,46.4,75,20,8.05,few clouds
384,Maneadero,MX,31.72,-116.57,58.82,61,0,1.36,clear sky
385,Mori,JP,34.83,137.93,57.0,58,8,1.99,clear sky
386,Kokopo,PG,-4.35,152.26,77.81,84,60,4.23,broken clouds
387,Muscle Shoals,US,34.74,-87.67,48.0,85,75,1.01,broken clouds
388,Todos Santos,MX,23.45,-110.22,71.01,68,40,5.82,scattered clouds
389,Mogadouro,PT,41.34,-6.71,70.0,57,0,4.0,clear sky
390,Makakilo City,US,21.35,-158.09,77.0,65,1,8.05,clear sky
391,Hofn,IS,64.25,-15.21,41.0,86,75,3.36,broken clouds
392,Buraydah,SA,26.33,43.98,84.2,17,0,5.82,clear sky
393,Bucerias,MX,20.75,-105.33,77.0,88,20,4.7,few clouds
394,Bejucal,CU,22.93,-82.39,78.8,100,75,3.49,broken clouds
395,Sao Joao Da Barra,BR,-21.64,-41.05,82.4,74,75,2.24,broken clouds
396,Mazagao,BR,-0.12,-51.29,93.2,59,75,11.41,broken clouds
397,Fallon,US,39.47,-118.78,39.0,53,1,4.36,clear sky
398,Meulaboh,ID,4.14,96.13,79.36,81,99,2.73,heavy intensity rain
399,Alexandria,EG,31.22,29.96,77.0,53,40,14.99,scattered clouds
400,Qujing,CN,25.48,103.78,56.41,93,43,6.11,scattered clouds
401,Jumla,NP,29.27,82.18,46.51,52,0,5.01,clear sky
402,Kamphaeng Phet,TH,16.25,99.5,74.7,93,100,3.02,light rain
403,Constitucion,CL,-35.33,-72.42,66.43,53,0,4.52,clear sky
404,Samarai,PG,-10.62,150.67,80.19,82,90,9.69,overcast clouds
405,Vila Franca Do Campo,PT,37.72,-25.43,71.6,88,40,17.22,scattered clouds
406,Chulman,RU,56.85,124.91,10.18,95,79,1.79,broken clouds
407,Marsh Harbour,BS,26.54,-77.06,81.73,76,1,9.42,clear sky
408,Bairiki,KI,1.33,172.98,82.4,78,20,6.93,few clouds
409,Felanitx,ES,39.47,3.15,75.0,73,20,11.41,few clouds
410,Komsomolskiy,UZ,40.43,71.72,46.4,24,0,6.93,clear sky
411,Rawson,AR,-43.3,-65.1,66.69,26,3,3.89,clear sky
412,Lata,PT,40.16,-8.33,73.0,57,0,3.85,clear sky
413,Ulladulla,AU,-35.35,150.47,60.01,100,75,5.82,broken clouds
414,Betanzos,ES,43.28,-8.21,69.01,64,20,12.75,few clouds
415,Leland,US,34.26,-78.04,70.0,56,1,16.11,clear sky
416,Ubinskoye,RU,55.31,79.68,34.57,98,100,9.24,overcast clouds
417,Lafia,NG,8.48,8.52,93.74,36,0,4.41,clear sky
418,Qurbus,TN,36.82,10.57,75.2,41,40,13.87,scattered clouds
419,Isangel,VU,-19.55,169.27,75.06,81,97,11.95,overcast clouds
420,Melita,CA,49.27,-101.0,33.01,96,81,11.99,broken clouds
421,Sur,OM,22.57,59.53,76.96,65,0,7.54,clear sky
422,Manthani,IN,18.65,79.67,75.52,71,55,3.89,broken clouds
423,Labuhan,ID,-6.88,112.21,81.79,79,100,5.84,light rain
424,Pauini,BR,-7.71,-66.98,89.89,56,33,3.44,light rain
425,Hami,CN,42.8,93.45,39.2,60,0,2.84,clear sky
426,Yulara,AU,-25.24,130.99,66.2,22,100,6.93,overcast clouds
427,Langsa,ID,4.47,97.97,78.03,87,95,0.81,light rain
428,Guanica,PR,17.97,-66.91,88.0,59,90,4.0,overcast clouds
429,Helena,US,46.59,-112.04,33.01,80,1,6.04,clear sky
430,Alugan,PH,12.22,125.48,82.0,83,100,14.65,overcast clouds
431,Bereda,ES,43.27,-7.54,69.01,62,0,11.99,clear sky
432,Naze,JP,28.37,129.48,73.4,64,20,14.99,few clouds
433,Kanchanaburi,TH,14.63,99.1,74.14,87,98,2.42,moderate rain
434,Havre-Saint-Pierre,CA,50.23,-63.6,30.96,87,0,14.74,clear sky
435,Port Hedland,AU,-20.32,118.57,82.4,48,28,17.22,scattered clouds
436,Tiarei,PF,-17.53,-149.33,78.01,78,20,3.36,few clouds
437,Wanning,CN,18.8,110.4,76.93,89,91,15.79,light rain
438,Svay Rieng,KH,11.09,105.8,83.26,71,52,3.69,light rain
439,Muzhi,RU,65.37,64.67,36.12,91,98,8.23,overcast clouds
440,Road Town,VG,18.42,-64.62,86.0,74,40,14.99,scattered clouds
441,Azanka,RU,58.04,64.79,33.01,93,71,8.12,broken clouds
442,Guarapari,BR,-20.67,-40.5,84.2,70,75,12.75,broken clouds
443,Talavera De La Reina,ES,39.96,-4.83,63.0,55,0,4.56,clear sky
444,Tevaitoa,PF,-16.78,-151.5,79.83,77,0,9.37,light rain
445,Vangaindrano,MG,-23.35,47.6,71.49,71,58,8.81,broken clouds
446,Ahipara,NZ,-35.17,173.17,61.84,90,100,9.51,light rain
447,Ambilobe,MG,-13.2,49.05,84.49,48,68,3.67,broken clouds
448,Khomutovka,RU,51.92,34.56,46.08,77,100,3.69,light rain
449,Dong Hoi,VN,17.48,106.6,76.01,90,83,4.16,moderate rain
450,Santa Cruz De La Palma,ES,28.68,-17.76,75.2,73,40,13.87,scattered clouds
451,Pisco,PE,-13.7,-76.22,66.2,77,96,6.93,overcast clouds
452,Daru,PG,-9.08,143.21,78.94,86,42,9.15,scattered clouds
453,Yatou,CN,37.15,122.38,52.86,62,0,2.51,clear sky
454,Tilichiki,RU,60.47,166.1,28.65,100,99,3.47,overcast clouds
455,Sioux Lookout,CA,50.1,-91.92,19.83,95,0,5.68,clear sky
456,Kolpashevo,RU,58.31,82.91,25.83,99,100,3.02,light snow
457,Jalu,LY,29.03,21.55,78.71,35,0,11.86,clear sky
458,Porto Murtinho,BR,-21.7,-57.88,78.04,52,0,9.06,clear sky
459,Yurimaguas,PE,-5.9,-76.08,71.6,100,75,4.7,moderate rain
460,Magadan,RU,59.57,150.8,30.45,91,43,9.33,scattered clouds
461,Veraval,IN,20.9,70.37,81.84,63,0,6.53,clear sky
462,Saint-Augustin,CA,51.23,-58.65,30.31,81,0,19.1,clear sky
463,Seoul,KR,37.57,126.98,46.4,70,1,3.31,clear sky
464,Port Lincoln,AU,-34.73,135.87,56.89,84,99,15.73,overcast clouds
465,Kendari,ID,-3.94,122.5,77.74,86,27,3.27,scattered clouds
466,Zeya,RU,53.75,127.27,26.94,94,37,4.61,scattered clouds
467,Maldonado,UY,-34.67,-54.92,57.99,62,0,10.29,clear sky
468,Carnaiba,BR,-8.7,-37.67,92.37,30,54,10.13,broken clouds
469,Kamenka,RU,51.32,42.77,43.95,92,100,10.47,light rain
470,Kudahuvadhoo,MV,2.67,72.89,82.99,76,98,12.19,light rain
471,Chingirlau,KZ,51.09,54.08,45.93,56,100,10.63,light rain
472,Mehamn,NO,71.04,27.85,35.6,64,75,24.16,broken clouds
473,Norton,ZW,-17.88,30.7,84.99,23,0,5.99,clear sky
474,Talnakh,RU,69.49,88.4,3.47,89,100,9.93,overcast clouds
475,Iquitos,PE,-3.75,-73.25,89.6,66,20,8.05,few clouds
476,Matagami,CA,49.75,-77.63,13.84,92,0,2.37,clear sky
477,Chunhuhub,MX,19.55,-88.68,75.74,95,44,3.33,scattered clouds
478,Foumbot,CM,5.51,10.64,80.33,55,0,7.83,clear sky
479,Camana,PE,-16.62,-72.71,67.78,65,38,10.09,scattered clouds
480,Grand Forks,US,47.94,-97.43,30.2,100,90,3.36,fog
481,La Sarre,CA,48.8,-79.2,15.69,93,0,0.54,clear sky
482,Awjilah,LY,29.11,21.29,78.44,36,0,12.03,clear sky
483,Malanje,AO,-9.54,16.34,79.79,66,71,1.79,moderate rain
484,Coquimbo,CL,-29.95,-71.34,55.4,82,90,13.87,overcast clouds
485,Deputatskiy,RU,69.3,139.9,3.34,96,100,1.16,light snow
486,Preobrazheniye,RU,42.9,133.91,42.69,65,65,3.87,broken clouds
487,Sohag,EG,26.56,31.69,91.4,33,0,12.75,clear sky
488,Bulgan,MN,48.81,103.53,27.79,72,29,8.77,scattered clouds
489,Paamiut,GL,61.99,-49.67,25.38,85,91,5.57,overcast clouds
490,Doha,QA,25.29,51.53,86.0,55,0,8.05,clear sky
491,Stokmarknes,NO,68.56,14.91,33.8,80,20,11.41,few clouds
492,Pangnirtung,CA,66.15,-65.71,6.98,82,30,1.59,scattered clouds
493,Suntar,RU,62.14,117.63,6.35,88,100,5.73,overcast clouds
494,Beringovskiy,RU,63.05,179.32,26.37,81,0,6.8,clear sky
495,Bara,NG,10.37,10.73,97.29,18,4,9.91,clear sky
496,Broome,US,42.25,-75.83,37.0,92,90,4.7,light snow
497,Zhuhai,CN,22.28,113.57,77.0,78,40,11.41,scattered clouds
498,Kutum,SD,14.2,24.67,86.76,17,91,5.23,overcast clouds
499,Saint-Pierre,RE,-21.34,55.48,68.0,72,75,16.11,heavy intensity rain
500,Vilhena,BR,-12.74,-60.15,73.4,88,75,12.75,broken clouds
501,Tagusao,PH,9.19,117.81,81.39,84,100,8.72,light rain
502,Abengourou,CI,6.73,-3.5,89.64,50,72,2.93,broken clouds
503,Guiberoua,CI,6.24,-6.17,87.71,57,33,4.25,light rain
504,Sandwick,GB,60.0,-1.25,50.0,71,20,27.51,few clouds
505,Discovery Bay,US,37.91,-121.6,48.2,61,40,4.7,scattered clouds
506,Flin Flon,CA,54.77,-101.86,15.08,97,74,3.04,broken clouds
507,Aniva,RU,46.71,142.53,35.6,93,1,11.18,clear sky
508,Kahului,US,20.89,-156.47,77.0,78,90,4.7,moderate rain
509,Neuquen,AR,-38.95,-68.06,69.8,22,0,12.75,clear sky
510,Maceio,BR,-9.67,-35.74,86.0,62,40,12.75,scattered clouds
511,Vyazma,RU,55.21,34.3,41.79,92,100,4.05,overcast clouds
512,Show Low,US,34.25,-110.03,33.8,80,1,2.26,clear sky
513,Ixtapa,MX,20.7,-105.2,77.0,88,20,4.7,few clouds
514,Zelenets,RU,61.88,50.75,39.2,83,0,11.18,clear sky
515,Balakovo,RU,52.03,47.8,43.7,62,100,8.46,light rain
516,Dudinka,RU,69.41,86.18,7.03,94,100,17.29,overcast clouds
517,Valenza,IT,45.01,8.64,66.99,70,100,2.64,overcast clouds
518,Gunnedah,AU,-30.98,150.25,60.8,72,40,6.93,scattered clouds
519,Boca Do Acre,BR,-8.75,-67.4,86.02,66,11,4.81,moderate rain
520,Synya,RU,65.37,58.04,39.36,94,100,11.72,light rain
521,Kaifeng,CN,34.79,114.35,62.6,51,95,2.24,haze
522,Karachi,PK,24.91,67.08,82.4,37,0,4.7,haze
523,Gornyy,RU,55.12,83.91,33.46,100,100,11.99,overcast clouds
524,Great Yarmouth,GB,52.61,1.73,64.99,93,100,3.0,overcast clouds
525,Songjianghe,CN,42.19,127.48,30.11,85,0,5.1,clear sky
526,Ambam,CM,2.38,11.28,89.2,43,21,4.12,few clouds
527,Ust-Tsilma,RU,65.44,52.15,44.15,92,100,9.37,light rain
528,Nanortalik,GL,60.14,-45.24,29.52,91,98,4.18,overcast clouds
529,Curaca,BR,-8.99,-39.91,88.52,39,2,13.6,clear sky
530,Balikpapan,ID,-1.27,116.83,78.58,84,100,2.53,overcast clouds
531,Nkoteng,CM,4.52,12.03,87.84,49,3,4.27,clear sky
532,Dryden,CA,49.78,-92.75,20.57,96,0,4.92,clear sky
533,Mahibadhoo,MV,3.78,72.97,83.21,76,69,10.18,broken clouds
534,Katsuura,JP,35.13,140.3,55.4,50,20,16.11,few clouds
535,Santiago,CL,-33.46,-70.65,77.0,30,0,4.79,clear sky
536,Northam,GB,51.03,-4.22,57.99,99,100,4.0,light rain
537,Tabou,CI,4.42,-7.35,82.83,73,3,8.72,light rain
538,Pangody,RU,65.85,74.49,26.19,98,100,9.42,overcast clouds
539,Xichang,CN,27.9,102.26,62.29,77,0,3.56,clear sky
540,Chulym,RU,55.1,80.96,34.32,99,100,9.95,overcast clouds
541,Maarianhamina,AX,60.1,19.93,48.2,76,0,2.24,clear sky
542,Baracoa,CU,20.35,-74.5,82.02,80,100,6.4,light rain
543,Itoman,JP,26.12,127.67,73.4,56,40,13.87,scattered clouds
544,Inuvik,CA,68.35,-133.72,1.85,91,40,7.67,scattered clouds
545,Hirara,JP,24.8,125.28,72.64,75,4,25.88,clear sky
546,Male,MV,4.17,73.51,83.23,75,16,9.33,few clouds
547,Solnechnyy,RU,50.72,136.63,31.66,92,100,3.42,overcast clouds
548,La Rioja,ES,42.25,-2.5,66.2,52,0,5.14,clear sky
549,Hondo,JP,32.45,130.2,60.01,59,0,18.01,clear sky
550,Wabana,CA,47.63,-52.95,34.0,52,62,8.99,broken clouds
551,Skara,SE,58.39,13.44,44.01,100,7,5.82,clear sky
552,Martapura,ID,-3.42,114.85,78.08,87,55,3.24,broken clouds
553,Almaznyy,RU,48.04,40.05,62.6,88,40,6.71,scattered clouds
554,Ucluelet,CA,48.93,-125.55,51.01,80,77,8.99,broken clouds
555,Verkhnyaya Inta,RU,65.98,60.31,39.04,91,100,12.1,overcast clouds
556,Rodrigues Alves,BR,-7.74,-72.65,84.2,74,75,5.82,broken clouds
557,Vasilsursk,RU,56.13,46.01,36.77,93,97,8.14,overcast clouds
558,Viloco,BO,-16.95,-67.55,50.18,63,34,7.18,light rain
559,Homer,US,59.64,-151.55,30.0,62,1,6.93,clear sky
560,Bukama,CD,-9.2,25.85,92.12,39,8,2.46,clear sky
561,Sabang,ID,5.89,95.32,82.74,77,100,16.73,light rain
562,Miles City,US,46.41,-105.84,35.6,83,1,10.29,clear sky
563,Saint Anthony,US,45.02,-93.22,34.0,89,90,3.47,overcast clouds
564,Lincoln,US,40.8,-96.67,39.99,72,0,1.01,clear sky
565,Kidal,ML,18.44,1.41,95.2,9,0,16.8,clear sky
566,Kochi,IN,9.94,76.26,80.74,79,0,6.44,light rain
567,Villazon,BO,-22.09,-65.59,51.15,50,32,12.08,scattered clouds
568,Gat,IL,31.61,34.76,80.01,100,0,1.01,clear sky
569,Chapais,CA,49.78,-74.85,14.85,94,0,3.44,clear sky
570,Cabra,ES,37.47,-4.44,80.6,36,0,3.36,clear sky
571,Vardo,NO,70.37,31.11,33.8,69,40,14.99,shower rain
572,Jiaozhou,CN,36.28,120.0,48.2,70,0,2.24,clear sky
573,Xocali,AZ,39.91,46.79,67.71,43,0,1.77,clear sky
574,Hamina,FI,60.57,27.2,46.4,100,0,2.24,clear sky
575,Alghero,IT,40.56,8.32,68.0,72,40,6.93,scattered clouds
576,Sola,VU,-13.88,167.55,80.82,78,100,16.42,light rain
577,Tual,ID,-5.67,132.75,83.32,75,13,12.17,few clouds
578,Imbituba,BR,-28.24,-48.67,66.2,63,40,16.11,scattered clouds
579,Burns Lake,CA,54.23,-125.75,31.17,97,100,8.52,overcast clouds
580,Kavos,GR,38.83,22.83,73.0,59,66,4.05,broken clouds
581,Barra Da Estiva,BR,-13.63,-41.33,70.57,78,94,7.78,overcast clouds
582,Dharchula,IN,29.85,80.53,57.38,37,0,5.82,clear sky
583,Prado,BR,-17.34,-39.22,81.63,68,21,14.09,few clouds
584,Malkangiri,IN,18.35,81.9,72.86,67,22,3.85,few clouds
585,Catungan,PH,10.77,122.01,78.12,83,100,1.88,light rain
586,Portland,US,45.52,-122.68,48.99,95,79,4.88,broken clouds
587,Calderitas,MX,18.55,-88.25,77.0,94,40,8.05,scattered clouds
588,Tomatlan,MX,19.93,-105.25,75.38,81,89,2.04,overcast clouds
589,Vysokogornyy,RU,50.12,139.15,29.3,96,94,3.53,overcast clouds
590,Eyl,SO,7.98,49.82,82.74,68,1,11.05,clear sky
591,Ailigandi,PA,9.23,-78.02,82.31,75,19,7.74,few clouds
592,Okhotsk,RU,59.38,143.3,22.71,89,100,14.83,overcast clouds
593,Qinzhou,CN,21.95,108.62,67.35,87,89,6.64,overcast clouds
594,Parrsboro,CA,45.4,-64.33,37.99,51,100,7.0,overcast clouds
595,Taksimo,RU,56.34,114.88,17.96,92,39,0.6,scattered clouds
596,Gualeguay,AR,-33.14,-59.31,60.93,53,100,6.69,overcast clouds
597,Valleyview,CA,55.07,-117.29,31.53,97,100,6.93,overcast clouds
598,Kaohsiung,TW,22.62,120.31,77.0,61,75,4.7,broken clouds
599,Bathsheba,BB,13.22,-59.52,84.2,74,75,27.51,shower rain
600,Sao Felix Do Xingu,BR,-6.64,-51.99,75.6,92,100,6.85,moderate rain
601,Hirna,ET,9.22,41.1,72.19,42,51,4.5,broken clouds
602,Yar-Sale,RU,66.83,70.83,28.4,98,86,9.4,overcast clouds
603,Rio Gallegos,AR,-51.62,-69.22,57.2,44,0,29.97,clear sky
604,Damietta,EG,31.42,31.81,78.8,65,75,11.41,broken clouds
605,Velyka Lepetykha,UA,47.18,33.94,59.04,63,19,2.82,few clouds
606,Chebsara,RU,59.2,38.84,44.6,81,75,6.71,broken clouds
607,Brae,GB,60.4,-1.35,50.0,71,20,27.51,few clouds
608,Serebryansk,KZ,49.69,83.29,37.4,94,90,4.47,overcast clouds
609,Bekasi,ID,-6.23,106.99,82.99,83,20,1.12,light rain
610,Prince George,CA,53.92,-122.75,39.0,99,100,6.33,light rain
611,Hokitika,NZ,-42.72,170.97,56.05,95,100,7.29,moderate rain
612,Lusambo,CD,-4.97,23.45,82.92,68,49,2.53,light rain
613,Brokopondo,SR,4.75,-55.17,87.33,61,14,5.68,few clouds
614,Agnibilekrou,CI,7.13,-3.2,93.13,39,17,5.23,few clouds
615,Ayan,RU,56.45,138.17,28.08,87,100,4.76,overcast clouds
616,Raichur,IN,16.2,77.37,77.16,62,40,5.77,scattered clouds
617,Meadow Lake,US,34.8,-106.54,43.0,80,40,4.7,scattered clouds
618,Xinan,CN,26.72,119.86,62.53,75,0,9.01,light rain
619,Rochester,US,43.15,-77.62,39.0,80,90,19.46,overcast clouds
620,La Union,PE,-5.4,-80.75,67.64,72,100,10.11,overcast clouds
621,Yumen,CN,40.28,97.2,36.97,70,82,13.65,broken clouds
622,Namatanai,PG,-3.67,152.43,79.93,78,98,1.66,overcast clouds
623,Apricena,IT,41.78,15.44,68.0,60,0,8.05,clear sky
624,Banda Aceh,ID,5.56,95.32,81.28,75,100,10.54,overcast clouds
625,Asau,RO,46.43,26.4,46.0,98,100,2.98,light rain
626,Saint-Georges,GD,12.06,-61.75,86.0,79,20,28.86,few clouds
627,Myingyan,MM,21.47,95.38,84.2,66,75,2.24,broken clouds
628,Antalaha,MG,-14.9,50.28,75.69,70,73,16.15,broken clouds
629,Yining,CN,29.04,114.56,63.34,83,100,0.45,overcast clouds
630,Cockburn Town,TC,21.46,-71.14,83.35,78,100,18.41,light rain
631,Pangoa,PE,-12.12,-73.0,75.24,92,100,1.05,very heavy rain
632,Manta,EC,-0.95,-80.73,73.4,83,90,6.93,overcast clouds
633,Ha Tinh,VN,18.33,105.9,71.42,95,100,6.42,light rain
634,Santiago De Cao,PE,-7.96,-79.24,60.8,87,90,6.93,mist
635,Tshikapa,CD,-6.42,20.8,83.03,67,24,2.84,light rain
636,Atok,PH,16.57,120.68,60.12,100,40,4.7,scattered clouds
637,Chernyshevskiy,RU,63.01,112.47,2.66,91,100,7.09,overcast clouds
638,Darhan,MN,49.49,105.92,29.93,96,68,4.32,broken clouds
639,Calvia,ES,39.57,2.51,71.6,68,0,13.87,clear sky
640,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.22,92,89,12.37,overcast clouds
641,Nurota,UZ,40.56,65.69,55.4,30,0,9.17,clear sky
642,Viytivka,UA,48.43,29.54,56.25,64,100,6.42,overcast clouds
643,Karratha,AU,-20.74,116.85,76.5,62,0,10.58,clear sky
644,College,US,64.86,-147.8,12.0,85,90,5.82,light snow
645,Ustrzyki Dolne,PL,49.43,22.59,44.01,71,79,8.99,broken clouds
646,Lugovoy,KZ,42.95,72.76,42.4,57,0,2.93,clear sky
647,Zhigansk,RU,66.77,123.37,-12.44,90,100,1.97,overcast clouds
648,Plettenberg Bay,ZA,-34.05,23.37,61.29,50,1,7.34,clear sky
649,Belousovka,KZ,50.13,82.52,37.4,96,90,4.47,overcast clouds
650,Kedrovyy,RU,56.17,91.82,30.2,100,75,11.18,light shower snow
651,Lisakovsk,KZ,52.54,62.49,35.47,83,0,6.11,clear sky
652,Klaksvik,FO,62.23,-6.59,48.2,70,98,14.99,overcast clouds
653,Bondo,CD,3.81,23.69,80.87,74,57,4.68,light rain
654,Chara,RU,56.91,118.26,12.24,82,71,1.61,broken clouds
655,Carleton Place,CA,45.13,-76.15,30.99,74,100,1.01,overcast clouds
656,Kindu,CD,-2.95,25.95,76.84,88,99,1.74,light rain
657,Nogliki,RU,51.83,143.17,33.73,88,0,4.25,clear sky
658,Ambon,ID,-3.7,128.18,79.0,14,3,7.38,clear sky
659,Bowen,AU,-20.02,148.23,69.8,88,0,1.12,clear sky
660,Tortoli,IT,39.93,9.66,73.4,64,40,6.93,scattered clouds
661,Ereymentau,KZ,51.62,73.1,31.86,97,28,5.97,scattered clouds
662,Wielun,PL,51.22,18.57,48.0,91,100,3.0,light rain
663,Mayumba,GA,-3.43,10.66,77.52,89,94,11.12,light rain
664,Kerema,PG,-7.96,145.78,78.13,83,94,5.23,overcast clouds
665,Amherst,US,41.4,-82.22,44.01,70,90,11.41,overcast clouds
666,Fort Nelson,CA,58.81,-122.7,21.61,96,100,9.26,light snow
667,Aragarcas,BR,-15.9,-52.25,82.4,74,40,1.03,scattered clouds
668,Sept-Iles,CA,50.2,-66.38,32.0,65,0,5.99,clear sky
669,Mozarlandia,BR,-14.74,-50.57,91.35,51,49,1.57,scattered clouds
670,Vanavara,RU,60.34,102.28,12.97,96,100,2.37,overcast clouds
671,Coronel Martinez,PY,-25.75,-56.62,74.28,49,0,7.16,clear sky
672,Sobolevo,RU,54.43,31.9,47.68,94,100,4.5,overcast clouds
673,Rumuruti,KE,0.27,36.54,69.57,60,100,12.88,moderate rain
674,Minsk,BY,53.9,27.57,48.2,93,75,2.24,light rain
675,Ban Nahin,LA,18.24,104.21,71.55,84,36,4.25,scattered clouds
676,Basco,PH,20.45,121.97,79.41,80,42,33.87,light rain
677,Khorinsk,RU,52.17,109.77,31.46,97,100,3.87,overcast clouds
678,Joshimath,IN,30.57,79.57,49.86,43,0,2.35,clear sky
679,Kissidougou,GN,9.18,-10.1,88.38,37,46,5.57,scattered clouds
680,Colares,PT,38.8,-9.45,75.2,53,0,9.17,clear sky
681,Oriximina,BR,-1.77,-55.87,96.8,42,91,2.89,moderate rain
